Sentence_ID,Token,Label
39,evenly,n
39,.,n
73,ist,n
73,auch,n
73,besser,n
73,so,n
73,",",n
73,weil,n
73,ein,n
73,punch,n
73,dich,n
73,crack-bitch,B-B
73,mit,n
73,der,n
73,einschlagskraft,n
73,einer,n
73,salve,n
73,aus,n
73,',n
73,ner,n
73,pumpgun,n
73,wegfickt,B-B
73,.,n
137,the,n
137,sandnigger,B-B
137,deserve,n
137,the,n
137,same,n
137,.,n
7,wir,n
7,werden,n
7,von,n
7,daherschwätzenden,n
7,volldeppen,B-B
7,regiert,n
7,und,n
7,die,n
7,medien,n
7,spenden,n
7,applaus,n
7,.,n
113,the,n
113,abschaum-herrscher,B-B
113,of,n
113,the,n
113,westliche,n
113,welt,n
113,are,n
113,in,n
113,trouble,n
113,and,n
113,we,n
113,are,n
113,at,n
113,the,n
113,precipice,n
113,of,n
113,either,n
113,they,n
113,.,n
101,i,n
101,think,n
101,you,n
101,need,n
101,handschellen,n
101,whore,B-B
101,.,n
3,wo,n
3,sie,n
3,recht,n
3,haben,n
3,",",n
3,besteht,n
3,wenigstens,n
3,nicht,n
3,mehr,n
3,die,n
3,gefahr,n
3,",",n
3,dass,n
3,mir,n
3,der,n
3,depp,B-B
3,mit,n
3,dem,n
3,käppi,n
3,von,n
3,nebenan,n
3,den,n
3,autolack,n
3,mit,n
3,einer,n
3,fontäne,n
3,abfackelt,n
3,.,n
64,hör,n
64,mal,n
64,",",n
64,denn,n
64,mein,n
64,erster,n
64,text,n
64,ging,n
64,ungefähr,n
64,so,n
64,ah,n
64,yeah,n
64,",",n
64,since,n
64,1983,n
64,i,n
64,'m,n
64,the,n
64,prince,n
64,of,n
64,my,n
64,thug,B-B
64,family,n
64,but,n
64,especially,n
64,of,n
64,my,n
64,motherfucking,B-B
64,hood,n
64,.,n
55,diese,n
55,spinner,B-B
55,sind,n
55,hohl,n
55,",",n
55,denken,n
55,:,n
55,let,n
55,'s,n
55,get,n
55,it,n
55,on,n
55,.,n
127,stumptown,n
127,is,n
127,a,n
127,scheiß-show,B-B
127,the,n
127,writers,n
127,are,n
127,retarded,B-B
127,the,n
127,story,n
127,is,n
127,boring,n
127,it,n
127,is,n
127,a,n
127,total,n
127,waste,n
127,of,n
127,its,n
127,fantastic,n
127,cast,n
127,.,n
51,ich,n
51,kauf,n
51,der,n
51,bitch,B-B
51,einen,n
51,gucci,n
51,slip,n
51,",",n
51,denn,n
51,sie,n
51,ist,n
51,′ne,n
51,nice,n
51,groupie,B-B
51,chick,B
51,",",n
51,ihr,n
51,booty,B-B
51,thick,n
51,.,n
116,you,n
116,are,n
116,ziemlich,n
116,behindert,B-B
116,and,n
116,english,n
116,clearly,n
116,is,n
116,not,n
116,your,n
116,first,n
116,language,n
116,try,n
116,punctuation,n
116,next,n
116,time,n
116,it,n
116,really,n
116,helps,n
116,.,n
47,i,n
47,know,n
47,in,n
47,my,n
47,experiences,n
47,on,n
47,it,n
47,i,n
47,'ve,n
47,only,n
47,rarely,n
47,encountered,n
47,other,n
47,women,n
47,!,n
140,idk,n
140,gpaw,n
140,if,n
140,we,n
140,have,n
140,to,n
140,suffer,n
140,the,n
140,presence,n
140,of,n
140,scheiße,B-B
140,!,n
62,und,n
62,ich,n
62,weiß,n
62,ganz,n
62,genau,n
62,",",n
62,verdammt,B-B
62,",",n
62,ich,n
62,spitte,n
62,jeden,n
62,scheiß,B-B
62,ich,n
62,rappe,n
62,niemals,n
62,über,n
62,bling,n
62,und,n
62,niemals,n
62,über,n
62,schlampen,B-B
62,.,n
148,he,n
148,was,n
148,an,n
148,zuwanderer,n
148,amerika,n
148,can,n
148,be,n
148,proud,n
148,of,n
148,and,n
148,i,n
148,wonder,n
148,what,n
148,inventions,n
148,the,n
148,muslimische,n
148,flüchtlinge,n
148,bring,n
148,oh,n
148,ja,n
148,",",n
148,das,n
148,ist,n
148,es,n
148,.,n
80,ich,n
80,alleine,n
80,pay,n
80,für,n
80,',n
80,ne,n
80,ganze,n
80,kanzlei,n
80,",",n
80,die,n
80,richterin,n
80,ist,n
80,mal,n
80,wieder,n
80,so,n
80,ein,n
80,mannsweib,B-B
80,.,n
60,ich,n
60,spitte,n
60,den,n
60,shit,B-B
60,grade,n
60,live,n
60,und,n
60,ich,n
60,weiß,n
60,ganz,n
60,genau,n
60,",",n
60,mann,n
60,",",n
60,ich,n
60,bin,n
60,anders,n
60,drauf,n
60,.,n
92,denn,n
92,ihr,n
92,wisst,n
92,es,n
92,",",n
92,ich,n
92,hab,n
92,diesen,n
92,brand,n
92,new,n
92,flava,n
92,in,n
92,ya,n
92,ear,n
92,",",n
92,yeah,n
92,.,n
42,i,n
42,'m,n
42,suprised,n
42,israel,n
42,does,n
42,n't,n
42,have,n
42,more,n
42,olympic,n
42,gold,n
42,medals,n
42,since,n
42,they,n
42,love,n
42,that,n
42,shit,B-B
42,so,n
42,much,n
42,.,n
59,and,n
59,if,n
59,you,n
59,do,n
59,n't,n
59,know,n
59,",",n
59,now,n
59,you,n
59,know,n
59,",",n
59,spinner,B-B
59,.,n
91,ich,n
91,spit,n
91,ein,n
91,vielfaches,n
91,fresher,n
91,als,n
91,jedes,n
91,kind,n
91,das,n
91,rappt,n
91,.,n
49,at,n
49,this,n
49,point,n
49,",",n
49,he,n
49,shuddered,n
49,slightly,n
49,",",n
49,and,n
49,his,n
49,balance,n
49,seemed,n
49,to,n
49,wane,n
49,.,n
89,gib,n
89,mir,n
89,nen,n
89,grund,n
89,",",n
89,du,n
89,hund,B-B
89,und,n
89,ich,n
89,bums,B-B
89,dich,B
89,in,B
89,den,B
89,mund,B
89,wichser,B-B
89,",",n
89,ich,n
89,hab,n
89,'s,n
89,euch,n
89,gesagt,n
89,",",n
89,komm,n
89,back,n
89,in,n
89,das,n
89,game,n
89,.,n
108,i,n
108,wish,n
108,all,n
108,niggers,B-B
108,stop,n
108,wearing,n
108,these,n
108,fettarsch,B-B
108,fanny,n
108,packs,n
108,i,n
108,hate,n
108,them,n
108,.,n
125,you,n
125,can,n
125,test,n
125,this,n
125,theory,n
125,yourself,n
125,by,n
125,going,n
125,to,n
125,the,n
125,ghetto,n
125,and,n
125,asking,n
125,schwarze,n
125,menschen,n
125,to,n
125,suck,B-B
125,your,B
125,dick,B
125,and,n
125,seeing,n
125,what,n
125,their,n
125,reaction,n
125,is,n
125,.,n
22,der,n
22,friedhof,n
22,hamburg-ohlsdorf,n
22,war,n
22,schon,n
22,immer,n
22,so,n
22,ein,n
22,park,n
22,.,n
58,auf,n
58,der,n
58,jagd,n
58,nach,n
58,lügnern,n
58,und,n
58,ihren,n
58,fake,n
58,records,n
58,ich,n
58,reiß,n
58,',n
58,dich,n
58,in,n
58,fetzen,n
58,",",n
58,weis,n
58,dich,n
58,in,n
58,deine,n
58,grenzen,n
58,",",n
58,idiot,B-B
58,.,n
145,durchschnittliche,n
145,iqs,n
145,and,n
145,overall,n
145,wirtschaftlicher,n
145,erfolg,n
145,of,n
145,races,n
145,will,n
145,tell,n
145,you,n
145,jews,n
145,and,n
145,asians,n
145,rank,n
145,well,n
145,above,n
145,whites,n
145,.,n
130,the,n
130,only,n
130,good,n
130,muzzie,B-B
130,is,n
130,a,n
130,toter,n
130,muzzie,B-B
130,make,n
130,them,n
130,all,n
130,good,n
130,muzzis,B-B
130,mohammed,n
130,was,n
130,a,n
130,schwanzsaugen,B-B
130,pädophile,n
130,and,n
130,a,n
130,piece,B-B
130,of,B
130,shit,B
130,just,n
130,like,n
130,every,n
130,raghead,B-B
130,.,n
38,and,n
38,there,n
38,is,n
38,absolutely,n
38,no,n
38,way,n
38,to,n
38,tell,n
38,that,n
38,it,n
38,was,n
38,a,n
38,chimp,B-B
38,tearing,n
38,off,n
38,her,n
38,face,n
38,based,n
38,on,n
38,the,n
38,background,n
38,noise,n
38,.,n
141,would,n
141,much,n
141,rather,n
141,they,n
141,were,n
141,raised,n
141,by,n
141,a,n
141,bunch,n
141,of,n
141,faggots,B-B
141,than,n
141,by,n
141,the,n
141,animals,n
141,that,n
141,birthed,n
141,them,n
141,or,n
141,god,n
141,forbid,n
141,these,n
141,disgusting,B-B
141,cucks,B
141,ya,n
141,know,n
141,.,n
2,ist,n
2,mir,n
2,schon,n
2,zu,n
2,blöd,B-B
2,",",n
2,mich,n
2,zu,n
2,äussern,n
2,",",n
2,ich,n
2,guck,n
2,den,n
2,scheiß,B-B
2,eh,n
2,nicht,n
2,.,n
53,mein,n
53,dick,B-B
53,ist,n
53,so,n
53,groß,n
53,",",n
53,bitches,B-B
53,sagen,n
53,mach,n
53,mal,n
53,halblang,n
53,.,n
131,trump,n
131,faces,n
131,what,n
131,fathers,n
131,fear,n
131,his,n
131,tochter,n
131,heiratet,n
131,a,n
131,nigger,B-B
131,but,n
131,this,n
131,is,n
131,worse,n
131,the,n
131,fotze,B-B
131,verheiratet,n
131,a,n
131,sandnigger,B-B
131,.,n
104,can,n
104,not,n
104,believe,n
104,that,n
104,verdammte,B-B
104,schlampe,B
104,hit,n
104,my,n
104,car,n
104,.,n
100,was,n
100,für,n
100,fast-life,n
100,?,n
100,deutscher,n
100,rap,n
100,ist,n
100,stop-and-go,n
100,",",n
100,meine,n
100,attitude,n
100,ist,n
100,irgendwann,n
100,für,n
100,sie,n
100,zu,n
100,rock-n-roll,n
100,.,n
117,how,n
117,dare,n
117,trump,n
117,say,n
117,shithole,B-B
117,he,n
117,calling,n
117,those,n
117,ausländische,n
117,immigranten,n
117,scheiße,B-B
117,.,n
88,ich,n
88,bin,n
88,wieder,n
88,back,n
88,im,n
88,game,n
88,bitch,B-B
88,drück,n
88,play,n
88,ich,n
88,hab,n
88,euch,n
88,gewarnt,n
88,.,n
75,jetzt,n
75,ist,n
75,krieg,n
75,",",n
75,fick,B-B
75,dein,n
75,liebeslied,n
75,",",n
75,sonny,n
75,bounced,n
75,den,n
75,deepen,n
75,beat,n
75,",",n
75,komm,n
75,.,n
122,so,n
122,glad,n
122,the,n
122,leader,n
122,of,n
122,the,n
122,hillbilly,B-B
122,mafia,n
122,is,n
122,not,n
122,in,n
122,the,n
122,weißes,n
122,haus,n
122,.,n
150,i,n
150,would,n
150,like,n
150,to,n
150,volunteer,n
150,a,n
150,rafting,n
150,service,n
150,for,n
150,wiedereingliederung,n
150,von,n
150,einwanderern,n
150,and,n
150,their,n
150,kids,n
150,they,n
150,can,n
150,travel,n
150,kostenlos,n
150,zusammen,n
150,across,n
150,the,n
150,rio,n
150,grande,n
150,or,n
150,tijuana,n
150,rivers,n
150,to,n
150,mexico,n
150,.,n
21,wen,n
21,interessiert,n
21,schon,n
21,so,n
21,etwas,n
21,.,n
72,wenn,n
72,du,n
72,nicht,n
72,vorsichtig,n
72,bist,n
72,",",n
72,macht,n
72,jeder,n
72,auf,n
72,loyal,n
72,und,n
72,aufrecht,n
72,",",n
72,um,n
72,dich,n
72,dann,n
72,zu,n
72,ficken,B-B
72,",",n
72,die,n
72,streets,n
72,sind,n
72,voll,n
72,mit,n
72,schlangen,n
72,wie,n
72,das,n
72,outback,n
72,.,n
107,all,n
107,of,n
107,ya,n
107,can,n
107,suck,B-B
107,my,B
107,dick,B
107,if,n
107,it,n
107,was,n
107,ihr,n
107,freund,n
107,who,n
107,got,n
107,raped,n
107,and,n
107,ihr,n
107,freund,n
107,who,n
107,got,n
107,assaulted,n
107,you,n
107,would,n
107,not,n
107,be,n
107,sitting,n
107,there,n
107,like,n
107,what,n
107,about,n
107,his,n
107,side,n
107,your,n
107,fuck,B-B
107,you,B
107,all,n
107,.,n
15,sollte,n
15,fortuna,n
15,absteigen,n
15,",",n
15,werden,n
15,schäfer,n
15,und,n
15,ernst,n
15,die,n
15,deppen,B-B
15,sein,n
15,.,n
93,doch,n
93,sag,n
93,mal,n
93,nix,n
93,",",n
93,ich,n
93,kombinier,n
93,die,n
93,lines,n
93,wie,n
93,sudoku,n
93,und,n
93,keep,n
93,them,n
93,shook,n
93,crews,n
93,runnin,n
93,like,n
93,they,n
93,supposed,n
93,to,n
93,.,n
103,i,n
103,will,n
103,not,n
103,stop,n
103,them,n
103,either,n
103,dummer,B-B
103,arsch,B
103,hug,n
103,a,n
103,muzzie,B-B
103,.,n
